business_name,phone_e164,city,category,demo_url,message
Anytime concrete ltd,+16049025767,Chilliwack,Concrete contractor,https://jaggyai.github.io/bc-demos/chilliwack/concrete/anytime-concrete-ltd/,"Hi, it's Jag - I build websites for Chilliwack businesses & built Anytime concrete ltd a free demo: https://jaggyai.github.io/bc-demos/chilliwack/concrete/anytime-concrete-ltd/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Aligned Systems Inc.,+16048455286,Chilliwack,Window installation service,https://jaggyai.github.io/bc-demos/chilliwack/fence-deck/aligned-systems-inc/,"Hi, it's Jag - I build websites for Chilliwack businesses & built Aligned Systems Inc. a free demo: https://jaggyai.github.io/bc-demos/chilliwack/fence-deck/aligned-systems-inc/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Dig-Dug Mini Bobcat & Excavating Service,+16048191765,Chilliwack,Excavating contractor,https://jaggyai.github.io/bc-demos/chilliwack/excavating/dig-dug-mini-bobcat-excavating-service/,"Hi, it's Jag - I build websites for Chilliwack businesses & built Dig-Dug Mini Bobcat & Excavating Service a free demo: https://jaggyai.github.io/bc-demos/chilliwack/excavating/dig-dug-mini-bobcat-excavating-service/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
West Peak Wood Products Inc.,+16047030151,Chilliwack,Woodworker,https://jaggyai.github.io/bc-demos/chilliwack/carpenter/west-peak-wood-products-inc/,"Hi, it's Jag - I build websites for Chilliwack businesses & built West Peak Wood Products Inc. a free demo: https://jaggyai.github.io/bc-demos/chilliwack/carpenter/west-peak-wood-products-inc/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Rampton Stonescapes,+16048232391,Chilliwack,Landscaper,https://jaggyai.github.io/bc-demos/chilliwack/landscapers/rampton-stonescapes/,"Hi, it's Jag - I build websites for Chilliwack businesses & built Rampton Stonescapes a free demo: https://jaggyai.github.io/bc-demos/chilliwack/landscapers/rampton-stonescapes/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
fraser trucking & tractor,+16048616087,Chilliwack,Excavating contractor,https://jaggyai.github.io/bc-demos/chilliwack/excavating/fraser-trucking-tractor/,"Hi, it's Jag - I build websites for Chilliwack businesses & built fraser trucking & tractor a free demo: https://jaggyai.github.io/bc-demos/chilliwack/excavating/fraser-trucking-tractor/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Fraser Valley Essential Staging,+16048660371,Chilliwack,Interior designer,https://jaggyai.github.io/bc-demos/chilliwack/interior-design/fraser-valley-essential-staging/,"Hi, it's Jag - I build websites for Chilliwack businesses & built Fraser Valley Essential Staging a free demo: https://jaggyai.github.io/bc-demos/chilliwack/interior-design/fraser-valley-essential-staging/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
B & C Refrigeration & A/C,+16048588387,Chilliwack,HVAC contractor,https://jaggyai.github.io/bc-demos/chilliwack/hvac/b-c-refrigeration-a-c/,"Hi, it's Jag - I build websites for Chilliwack businesses & built B & C Refrigeration & A/C a free demo: https://jaggyai.github.io/bc-demos/chilliwack/hvac/b-c-refrigeration-a-c/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
BC West Coast Tree Works,+16043020582,Chilliwack,Tree service,https://jaggyai.github.io/bc-demos/chilliwack/landscapers/bc-west-coast-tree-works/,"Hi, it's Jag - I build websites for Chilliwack businesses & built BC West Coast Tree Works a free demo: https://jaggyai.github.io/bc-demos/chilliwack/landscapers/bc-west-coast-tree-works/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Irrigation Roots,+17785398978,Chilliwack,Lawn sprinkler system contractor,https://jaggyai.github.io/bc-demos/chilliwack/landscapers/irrigation-roots/,"Hi, it's Jag - I build websites for Chilliwack businesses & built Irrigation Roots a free demo: https://jaggyai.github.io/bc-demos/chilliwack/landscapers/irrigation-roots/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
